id_zaliczenie,id_przed,nr_albumu,nr_wykl,ocena,termin,Data
105,1,105,1,3,1,06.01.2023
106,1,106,1,4,1,06.01.2023
107,1,107,1,4,1,06.01.2023
108,1,108,1,4,1,06.01.2023
109,1,109,1,3,1,06.01.2023
110,1,110,1,5,1,06.01.2023
111,1,111,1,3,1,06.01.2023
112,1,112,1,5,1,06.01.2023
113,1,113,1,4,1,06.01.2023
114,1,114,1,4,1,06.01.2023
115,1,115,1,5,1,06.01.2023
116,1,116,1,4,1,06.01.2023
117,1,117,1,3,1,06.01.2023
118,1,118,1,3,1,06.01.2023
119,1,119,1,3,1,06.01.2023
120,1,120,1,5,1,06.01.2023
121,1,121,1,3,1,06.01.2023
122,1,122,1,4,1,06.01.2023
123,1,123,1,4,1,06.01.2023
124,1,124,1,4,1,06.01.2023
125,1,125,1,4,1,06.01.2023
126,1,126,1,4,1,06.01.2023
127,1,127,1,4,1,06.01.2023
128,1,128,1,5,1,06.01.2023
129,1,129,1,3,1,06.01.2023
130,1,130,1,5,1,06.01.2023
131,1,131,1,5,1,06.01.2023
132,1,132,1,4,1,06.01.2023
133,1,133,1,4,1,06.01.2023
134,1,134,1,4,1,06.01.2023
135,1,135,1,5,1,06.01.2023
136,1,136,1,3,1,06.01.2023
137,1,137,1,4,1,06.01.2023
138,1,138,1,5,1,06.01.2023
139,1,139,1,4,1,06.01.2023
140,1,140,1,5,1,06.01.2023
141,1,141,1,4,1,06.01.2023
142,1,142,1,4,1,06.01.2023
143,1,143,1,4,1,06.01.2023
144,1,144,1,4,1,06.01.2023
145,1,145,1,5,1,06.01.2023
146,1,146,1,5,1,06.01.2023
147,1,147,1,4,1,06.01.2023
148,1,148,1,4,1,06.01.2023
149,1,149,1,4,1,06.01.2023
150,1,150,1,4,1,06.01.2023
151,1,151,1,3,1,06.01.2023
152,1,152,1,4,1,06.01.2023
153,1,153,1,4,1,06.01.2023
154,1,154,1,4,1,06.01.2023
155,1,155,1,5,1,06.01.2023
156,1,156,1,4,1,06.01.2023
157,1,157,1,4,1,06.01.2023
158,1,158,1,5,1,06.01.2023
159,1,159,1,4,1,06.01.2023
160,1,160,1,3,1,06.01.2023
161,1,161,1,4,1,06.01.2023
162,1,162,1,4,1,06.01.2023
163,1,163,1,4,1,06.01.2023
164,1,164,1,5,1,06.01.2023
165,1,165,1,5,1,06.01.2023
166,1,166,1,5,1,06.01.2023
167,1,167,1,4,1,06.01.2023
168,1,168,1,5,1,06.01.2023
169,1,169,1,4,1,06.01.2023
170,1,170,1,4,1,06.01.2023
171,1,171,1,5,1,06.01.2023
172,1,172,1,4,1,06.01.2023
173,1,173,1,4,1,06.01.2023
174,1,174,1,4,1,06.01.2023
175,1,175,1,4,1,06.01.2023
176,1,176,1,4,1,06.01.2023
177,1,177,1,4,1,06.01.2023
178,1,178,1,5,1,06.01.2023
179,1,179,1,3,1,06.01.2023
180,1,180,1,3,1,06.01.2023
181,1,181,1,4,1,06.01.2023
182,1,182,1,5,1,06.01.2023
183,1,183,1,3,1,06.01.2023
184,1,184,1,4,1,06.01.2023
185,1,185,1,5,1,06.01.2023
186,1,186,1,5,1,06.01.2023
187,1,187,1,3,1,06.01.2023
188,1,188,1,5,1,06.01.2023
189,1,189,1,4,1,06.01.2023
190,1,190,1,4,1,06.01.2023
191,1,191,1,5,1,06.01.2023
192,1,192,1,4,1,06.01.2023
193,1,193,1,5,1,06.01.2023
194,1,194,1,4,1,06.01.2023
195,1,195,1,4,1,06.01.2023
196,1,196,1,4,1,06.01.2023
197,1,197,1,4,1,06.01.2023
198,1,198,1,3,1,06.01.2023
199,1,199,1,4,1,06.01.2023
200,1,200,1,4,1,06.01.2023
201,1,201,1,3,1,06.01.2023
202,1,202,1,3,1,06.01.2023
203,1,203,1,4,1,06.01.2023
204,1,204,1,3,1,06.01.2023
205,1,205,1,3,1,06.01.2023
206,1,206,1,4,1,06.01.2023
207,1,207,1,4,1,06.01.2023
208,1,208,1,3,1,06.01.2023
209,1,209,1,3,1,06.01.2023
210,1,210,1,5,1,06.01.2023
211,1,211,1,4,1,06.01.2023
212,1,212,1,4,1,06.01.2023
213,1,213,1,5,1,06.01.2023
214,1,214,1,3,1,06.01.2023
215,1,215,1,4,1,06.01.2023
216,1,216,1,4,1,06.01.2023
217,1,217,1,5,1,06.01.2023
218,1,218,1,4,1,06.01.2023
219,1,219,1,5,1,06.01.2023
220,1,220,1,5,1,06.01.2023
221,1,221,1,3,1,06.01.2023
222,1,222,1,3,1,06.01.2023
223,1,223,1,3,1,06.01.2023
224,1,224,1,3,1,06.01.2023
225,1,225,1,3,1,06.01.2023
226,1,226,1,4,1,06.01.2023
227,1,227,1,5,1,06.01.2023
228,1,228,1,3,1,06.01.2023
229,1,229,1,4,1,06.01.2023
230,1,230,1,4,1,06.01.2023
231,1,231,1,3,1,06.01.2023
232,1,232,1,3,1,06.01.2023
233,1,233,1,4,1,06.01.2023
234,1,234,1,5,1,06.01.2023
235,1,235,1,3,1,06.01.2023
236,1,236,1,4,1,06.01.2023
237,1,237,1,4,1,06.01.2023
238,1,238,1,4,1,06.01.2023
239,1,239,1,4,1,06.01.2023
240,1,240,1,3,1,06.01.2023
241,1,241,1,3,1,06.01.2023
242,1,242,1,3,1,06.01.2023
243,1,243,1,4,1,06.01.2023
244,1,244,1,3,1,06.01.2023
245,1,245,1,4,1,06.01.2023
246,1,246,1,5,1,06.01.2023
247,1,247,1,4,1,06.01.2023
248,1,248,1,4,1,06.01.2023
249,1,249,1,4,1,06.01.2023
250,1,250,1,5,1,06.01.2023
251,1,251,1,3,1,06.01.2023
252,1,252,1,3,1,06.01.2023
253,1,253,1,4,1,06.01.2023
254,1,254,1,3,1,06.01.2023
255,1,255,1,4,1,06.01.2023
256,1,256,1,4,1,06.01.2023
257,1,257,1,3,1,06.01.2023
258,1,258,1,5,1,06.01.2023
259,1,259,1,5,1,06.01.2023
260,1,260,1,5,1,06.01.2023
261,1,261,1,3,1,06.01.2023
262,1,262,1,4,1,06.01.2023
263,1,263,1,5,1,06.01.2023
264,1,264,1,4,1,06.01.2023
265,1,265,1,3,1,06.01.2023
266,1,266,1,5,1,06.01.2023
267,1,267,1,4,1,06.01.2023
268,1,268,1,5,1,06.01.2023
269,1,269,1,4,1,06.01.2023
270,1,270,1,4,1,06.01.2023
271,1,271,1,3,1,06.01.2023
272,1,272,1,5,1,06.01.2023
273,1,273,1,4,1,06.01.2023
274,1,274,1,3,1,06.01.2023
275,1,275,1,3,1,06.01.2023
276,1,276,1,4,1,06.01.2023
277,1,277,1,3,1,06.01.2023
278,1,278,1,4,1,06.01.2023
279,1,279,1,4,1,06.01.2023
280,1,280,1,4,1,06.01.2023
281,1,281,1,3,1,06.01.2023
282,1,282,1,4,1,06.01.2023
283,1,283,1,4,1,06.01.2023
284,1,284,1,5,1,06.01.2023
285,1,285,1,4,1,06.01.2023
286,1,286,1,3,1,06.01.2023
287,1,287,1,5,1,06.01.2023
288,1,288,1,4,1,06.01.2023
289,1,289,1,4,1,06.01.2023
290,1,290,1,4,1,06.01.2023
291,1,291,1,5,1,06.01.2023
292,1,292,1,3,1,06.01.2023
293,1,293,1,4,1,06.01.2023
294,1,294,1,4,1,06.01.2023
295,1,295,1,4,1,06.01.2023
296,1,296,1,3,1,06.01.2023
297,1,297,1,4,1,06.01.2023
298,1,298,1,4,1,06.01.2023
299,1,299,1,4,1,06.01.2023
300,1,300,1,4,1,06.01.2023
301,1,301,1,5,1,06.01.2023
302,1,302,1,3,1,06.01.2023
303,1,303,1,4,1,06.01.2023
304,1,304,1,5,1,06.01.2023
305,1,305,1,3,1,06.01.2023
306,1,306,1,3,1,06.01.2023
307,1,307,1,5,1,06.01.2023
308,1,308,1,3,1,06.01.2023
309,1,309,1,4,1,06.01.2023
310,1,310,1,3,1,06.01.2023
311,1,311,1,3,1,06.01.2023
312,1,312,1,4,1,06.01.2023
313,1,313,1,3,1,06.01.2023
314,1,314,1,5,1,06.01.2023
315,1,315,1,5,1,06.01.2023
316,1,316,1,3,1,06.01.2023
317,1,317,1,4,1,06.01.2023
318,1,318,1,4,1,06.01.2023
319,1,319,1,4,1,06.01.2023
320,1,320,1,5,1,06.01.2023
321,1,321,1,3,1,06.01.2023
322,1,322,1,5,1,06.01.2023
323,1,323,1,4,1,06.01.2023
324,1,324,1,4,1,06.01.2023
325,1,325,1,4,1,06.01.2023
326,1,326,1,4,1,06.01.2023
327,1,327,1,4,1,06.01.2023
328,1,328,1,3,1,06.01.2023
329,1,329,1,3,1,06.01.2023
330,1,330,1,4,1,06.01.2023
331,1,331,1,5,1,06.01.2023
332,1,332,1,5,1,06.01.2023
333,1,333,1,4,1,06.01.2023
334,1,334,1,4,1,06.01.2023
335,1,335,1,4,1,06.01.2023
336,1,336,1,4,1,06.01.2023
337,1,337,1,3,1,06.01.2023
338,1,338,1,4,1,06.01.2023
339,1,339,1,5,1,06.01.2023
340,1,340,1,4,1,06.01.2023
341,1,341,1,4,1,06.01.2023
342,1,342,1,4,1,06.01.2023
343,1,343,1,3,1,06.01.2023
344,1,344,1,3,1,06.01.2023
345,1,345,1,5,1,06.01.2023
346,1,346,1,5,1,06.01.2023
347,1,347,1,3,1,06.01.2023
348,1,348,1,3,1,06.01.2023
349,1,349,1,4,1,06.01.2023
350,1,350,1,3,1,06.01.2023
351,1,351,1,3,1,06.01.2023
352,1,352,1,4,1,06.01.2023
353,1,353,1,5,1,06.01.2023
354,1,354,1,4,1,06.01.2023
355,1,355,1,5,1,06.01.2023
356,1,356,1,4,1,06.01.2023
357,1,357,1,5,1,06.01.2023
358,1,358,1,5,1,06.01.2023
359,1,359,1,5,1,06.01.2023
360,1,360,1,3,1,06.01.2023
361,1,361,1,5,1,06.01.2023
362,1,362,1,3,1,06.01.2023
363,1,363,1,3,1,06.01.2023
364,1,364,1,4,1,06.01.2023
365,1,365,1,4,1,06.01.2023
366,1,366,1,4,1,06.01.2023
367,1,367,1,4,1,06.01.2023
368,1,368,1,4,1,06.01.2023
369,1,369,1,4,1,06.01.2023
370,1,370,1,5,1,06.01.2023
371,1,371,1,4,1,06.01.2023
372,1,372,1,3,1,06.01.2023
373,1,373,1,4,1,06.01.2023
374,1,374,1,3,1,06.01.2023
375,1,375,1,4,1,06.01.2023
376,1,376,1,3,1,06.01.2023
377,1,377,1,4,1,06.01.2023
378,1,378,1,4,1,06.01.2023
379,1,379,1,3,1,06.01.2023
380,1,380,1,4,1,06.01.2023
381,1,381,1,5,1,06.01.2023
382,1,382,1,4,1,06.01.2023
383,1,383,1,4,1,06.01.2023
384,1,384,1,5,1,06.01.2023
385,1,385,1,3,1,06.01.2023
386,1,386,1,4,1,06.01.2023
387,1,387,1,3,1,06.01.2023
388,1,388,1,4,1,06.01.2023
389,1,389,1,4,1,06.01.2023
390,1,390,1,4,1,06.01.2023
391,1,391,1,5,1,06.01.2023
392,1,392,1,4,1,06.01.2023
393,1,393,1,5,1,06.01.2023
394,1,394,1,3,1,06.01.2023
395,1,395,1,5,1,06.01.2023
396,1,396,1,4,1,06.01.2023
397,1,397,1,4,1,06.01.2023
398,1,398,1,5,1,06.01.2023
399,1,399,1,3,1,06.01.2023
400,1,400,1,5,1,06.01.2023
401,1,401,1,4,1,06.01.2023
402,1,402,1,5,1,06.01.2023
403,1,403,1,3,1,06.01.2023
404,1,404,1,4,1,06.01.2023
405,1,405,1,5,1,06.01.2023
406,1,406,1,4,1,06.01.2023
407,1,407,1,3,1,06.01.2023
408,1,408,1,4,1,06.01.2023
409,1,409,1,4,1,06.01.2023
410,1,410,1,4,1,06.01.2023
411,1,411,1,5,1,06.01.2023
412,1,412,1,5,1,06.01.2023
413,1,413,1,4,1,06.01.2023
414,1,414,1,3,1,06.01.2023
415,1,415,1,4,1,06.01.2023
416,1,416,1,3,1,06.01.2023
417,1,417,1,5,1,06.01.2023
418,1,418,1,3,1,06.01.2023
419,1,419,1,4,1,06.01.2023
420,1,420,1,4,1,06.01.2023
421,1,421,1,5,1,06.01.2023
422,1,422,1,4,1,06.01.2023
423,1,423,1,4,1,06.01.2023
424,1,424,1,4,1,06.01.2023
425,1,425,1,4,1,06.01.2023
426,1,426,1,4,1,06.01.2023
427,1,427,1,5,1,06.01.2023
428,1,428,1,4,1,06.01.2023
429,1,429,1,4,1,06.01.2023
430,1,430,1,5,1,06.01.2023
431,1,431,1,4,1,06.01.2023
432,1,432,1,5,1,06.01.2023
433,1,433,1,3,1,06.01.2023
434,1,434,1,4,1,06.01.2023
435,1,435,1,4,1,06.01.2023
436,1,436,1,5,1,06.01.2023
437,1,437,1,4,1,06.01.2023
438,1,438,1,5,1,06.01.2023
439,1,439,1,5,1,06.01.2023
440,1,440,1,5,1,06.01.2023
441,1,441,1,5,1,06.01.2023
442,1,442,1,5,1,06.01.2023
443,1,443,1,4,1,06.01.2023
444,1,444,1,3,1,06.01.2023
445,1,445,1,3,1,06.01.2023
446,1,446,1,4,1,06.01.2023
447,1,447,1,5,1,06.01.2023
448,1,448,1,4,1,06.01.2023
449,1,449,1,5,1,06.01.2023
450,1,450,1,5,1,06.01.2023
451,1,451,1,3,1,06.01.2023
452,1,452,1,4,1,06.01.2023
453,1,453,1,4,1,06.01.2023
454,1,454,1,4,1,06.01.2023
455,1,455,1,3,1,06.01.2023
456,1,456,1,3,1,06.01.2023
457,1,457,1,3,1,06.01.2023
458,1,458,1,5,1,06.01.2023
459,1,459,1,3,1,06.01.2023
460,1,460,1,5,1,06.01.2023
461,1,461,1,4,1,06.01.2023
462,1,462,1,4,1,06.01.2023
463,1,463,1,5,1,06.01.2023
464,1,464,1,4,1,06.01.2023
465,1,465,1,3,1,06.01.2023
466,1,466,1,4,1,06.01.2023
467,1,467,1,5,1,06.01.2023
468,1,468,1,5,1,06.01.2023
469,1,469,1,4,1,06.01.2023
470,1,470,1,4,1,06.01.2023
471,1,471,1,5,1,06.01.2023
472,1,472,1,4,1,06.01.2023
473,1,473,1,5,1,06.01.2023
474,1,474,1,5,1,06.01.2023
475,1,475,1,4,1,06.01.2023
476,1,476,1,3,1,06.01.2023
477,1,477,1,3,1,06.01.2023
478,1,478,1,4,1,06.01.2023
479,1,479,1,3,1,06.01.2023
480,1,480,1,4,1,06.01.2023
481,1,481,1,5,1,06.01.2023
482,1,482,1,3,1,06.01.2023
483,1,483,1,4,1,06.01.2023
484,1,484,1,3,1,06.01.2023
485,1,485,1,3,1,06.01.2023
486,1,486,1,4,1,06.01.2023
487,1,487,1,3,1,06.01.2023
488,1,488,1,4,1,06.01.2023
489,1,489,1,5,1,06.01.2023
490,1,490,1,4,1,06.01.2023
491,1,491,1,3,1,06.01.2023
492,1,492,1,4,1,06.01.2023
493,1,493,1,3,1,06.01.2023
494,1,494,1,3,1,06.01.2023
495,1,495,1,5,1,06.01.2023
496,1,496,1,4,1,06.01.2023
497,1,497,1,3,1,06.01.2023
498,1,498,1,3,1,06.01.2023
499,1,499,1,5,1,06.01.2023
500,1,500,1,5,1,06.01.2023
501,1,501,1,3,1,06.01.2023
502,1,502,1,5,1,06.01.2023
503,1,503,1,4,1,06.01.2023
504,1,504,1,5,1,06.01.2023
505,1,505,1,4,1,06.01.2023
506,1,506,1,4,1,06.01.2023
507,1,507,1,5,1,06.01.2023
508,1,508,1,3,1,06.01.2023
509,1,509,1,4,1,06.01.2023
510,1,510,1,4,1,06.01.2023
511,1,511,1,5,1,06.01.2023
512,1,512,1,5,1,06.01.2023
513,1,513,1,5,1,06.01.2023
514,1,514,1,5,1,06.01.2023
515,1,515,1,4,1,06.01.2023
516,1,516,1,4,1,06.01.2023
517,1,517,1,3,1,06.01.2023
518,1,518,1,3,1,06.01.2023
519,1,519,1,4,1,06.01.2023
520,1,520,1,3,1,06.01.2023
521,1,521,1,4,1,06.01.2023
522,1,522,1,5,1,06.01.2023
523,1,523,1,3,1,06.01.2023
524,1,524,1,5,1,06.01.2023
525,1,525,1,4,1,06.01.2023
526,1,526,1,4,1,06.01.2023
527,1,527,1,4,1,06.01.2023
528,1,528,1,4,1,06.01.2023
529,1,529,1,4,1,06.01.2023
530,1,530,1,3,1,06.01.2023
531,1,531,1,5,1,06.01.2023
532,1,532,1,3,1,06.01.2023
533,1,533,1,3,1,06.01.2023
534,1,534,1,5,1,06.01.2023
535,1,535,1,5,1,06.01.2023
536,1,536,1,4,1,06.01.2023
537,1,537,1,5,1,06.01.2023
538,1,538,1,4,1,06.01.2023
539,1,539,1,5,1,06.01.2023
540,1,540,1,4,1,06.01.2023
541,1,541,1,3,1,06.01.2023
542,1,542,1,4,1,06.01.2023
543,1,543,1,5,1,06.01.2023
544,1,544,1,4,1,06.01.2023
545,1,545,1,5,1,06.01.2023
546,1,546,1,3,1,06.01.2023
547,1,547,1,3,1,06.01.2023
548,1,548,1,4,1,06.01.2023
549,1,549,1,3,1,06.01.2023
550,1,550,1,4,1,06.01.2023
551,1,551,1,4,1,06.01.2023
552,1,552,1,5,1,06.01.2023
553,1,553,1,5,1,06.01.2023
554,1,554,1,4,1,06.01.2023
555,1,555,1,4,1,06.01.2023
556,1,556,1,4,1,06.01.2023
557,1,557,1,5,1,06.01.2023
558,1,558,1,5,1,06.01.2023
559,1,559,1,5,1,06.01.2023
560,1,560,1,4,1,06.01.2023
561,1,561,1,4,1,06.01.2023
562,1,562,1,3,1,06.01.2023
563,1,563,1,3,1,06.01.2023
564,1,564,1,5,1,06.01.2023
565,1,565,1,5,1,06.01.2023
566,1,566,1,4,1,06.01.2023
567,1,567,1,4,1,06.01.2023
568,1,568,1,4,1,06.01.2023
569,1,569,1,4,1,06.01.2023
570,1,570,1,5,1,06.01.2023
571,1,571,1,3,1,06.01.2023
572,1,572,1,4,1,06.01.2023
573,1,573,1,5,1,06.01.2023
574,1,574,1,4,1,06.01.2023
575,1,575,1,4,1,06.01.2023
576,1,576,1,4,1,06.01.2023
577,1,577,1,4,1,06.01.2023
578,1,578,1,5,1,06.01.2023
579,1,579,1,4,1,06.01.2023
580,1,580,1,4,1,06.01.2023
581,1,581,1,5,1,06.01.2023
582,1,582,1,3,1,06.01.2023
583,1,583,1,4,1,06.01.2023
584,1,584,1,4,1,06.01.2023
585,1,585,1,4,1,06.01.2023
586,1,586,1,4,1,06.01.2023
587,1,587,1,4,1,06.01.2023
588,1,588,1,3,1,06.01.2023
589,1,589,1,3,1,06.01.2023
590,1,590,1,5,1,06.01.2023
591,1,591,1,3,1,06.01.2023
592,1,592,1,4,1,06.01.2023
593,1,593,1,4,1,06.01.2023
594,1,594,1,3,1,06.01.2023
595,1,595,1,3,1,06.01.2023
596,1,596,1,5,1,06.01.2023
597,1,597,1,3,1,06.01.2023
598,1,598,1,4,1,06.01.2023
599,1,599,1,5,1,06.01.2023
600,1,600,1,3,1,06.01.2023
601,1,601,1,3,1,06.01.2023
602,1,602,1,4,1,06.01.2023
603,1,603,1,5,1,06.01.2023
604,1,604,1,4,1,06.01.2023
605,1,605,1,5,1,06.01.2023
606,1,606,1,5,1,06.01.2023
607,1,607,1,5,1,06.01.2023
608,1,608,1,5,1,06.01.2023
609,1,609,1,3,1,06.01.2023
610,1,610,1,4,1,06.01.2023
611,1,611,1,4,1,06.01.2023
612,1,612,1,3,1,06.01.2023
613,1,613,1,4,1,06.01.2023
614,1,614,1,3,1,06.01.2023
615,1,615,1,5,1,06.01.2023
616,1,616,1,4,1,06.01.2023
617,1,617,1,3,1,06.01.2023
618,1,618,1,5,1,06.01.2023
619,1,619,1,3,1,06.01.2023
620,1,620,1,3,1,06.01.2023
621,1,621,1,4,1,06.01.2023
622,1,622,1,4,1,06.01.2023
623,1,623,1,4,1,06.01.2023
624,1,624,1,3,1,06.01.2023
625,1,625,1,4,1,06.01.2023
626,1,626,1,4,1,06.01.2023
627,1,627,1,4,1,06.01.2023
628,1,628,1,5,1,06.01.2023
629,1,629,1,5,1,06.01.2023
630,1,630,1,4,1,06.01.2023
631,1,631,1,4,1,06.01.2023
632,1,632,1,4,1,06.01.2023
633,1,633,1,4,1,06.01.2023
634,1,634,1,3,1,06.01.2023
635,1,635,1,4,1,06.01.2023
636,1,636,1,3,1,06.01.2023
637,1,637,1,4,1,06.01.2023
638,1,638,1,4,1,06.01.2023
639,1,639,1,5,1,06.01.2023
640,1,640,1,4,1,06.01.2023
641,1,641,1,4,1,06.01.2023
642,1,642,1,5,1,06.01.2023
643,1,643,1,4,1,06.01.2023
644,1,644,1,4,1,06.01.2023
645,1,645,1,4,1,06.01.2023
646,1,646,1,4,1,06.01.2023
647,1,647,1,4,1,06.01.2023
648,1,648,1,3,1,06.01.2023
649,1,649,1,4,1,06.01.2023
650,1,650,1,5,1,06.01.2023
651,1,651,1,3,1,06.01.2023
652,1,652,1,4,1,06.01.2023
653,1,653,1,5,1,06.01.2023
654,1,654,1,4,1,06.01.2023
655,1,655,1,4,1,06.01.2023
656,1,656,1,3,1,06.01.2023
657,1,657,1,4,1,06.01.2023
658,1,658,1,3,1,06.01.2023
659,1,659,1,4,1,06.01.2023
660,1,660,1,4,1,06.01.2023
661,1,661,1,3,1,06.01.2023
662,1,662,1,4,1,06.01.2023
663,1,663,1,5,1,06.01.2023
664,1,664,1,3,1,06.01.2023
665,1,665,1,3,1,06.01.2023
666,1,666,1,5,1,06.01.2023
667,1,667,1,4,1,06.01.2023
668,1,668,1,5,1,06.01.2023
669,1,669,1,3,1,06.01.2023
670,1,670,1,4,1,06.01.2023
671,1,671,1,5,1,06.01.2023
672,1,672,1,3,1,06.01.2023
673,1,673,1,4,1,06.01.2023
674,1,674,1,4,1,06.01.2023
675,1,675,1,4,1,06.01.2023
676,1,676,1,4,1,06.01.2023
677,1,677,1,4,1,06.01.2023
678,1,678,1,3,1,06.01.2023
679,1,679,1,5,1,06.01.2023
680,1,680,1,5,1,06.01.2023
681,1,681,1,4,1,06.01.2023
682,1,682,1,4,1,06.01.2023
683,1,683,1,4,1,06.01.2023
684,1,684,1,4,1,06.01.2023
685,1,685,1,4,1,06.01.2023
686,1,686,1,5,1,06.01.2023
687,1,687,1,4,1,06.01.2023
688,1,688,1,4,1,06.01.2023
689,1,689,1,4,1,06.01.2023
690,1,690,1,5,1,06.01.2023
691,1,691,1,4,1,06.01.2023
692,1,692,1,4,1,06.01.2023
693,1,693,1,4,1,06.01.2023
694,1,694,1,3,1,06.01.2023
695,1,695,1,4,1,06.01.2023
696,1,696,1,4,1,06.01.2023
697,1,697,1,4,1,06.01.2023
698,1,698,1,3,1,06.01.2023
699,1,699,1,4,1,06.01.2023
700,1,700,1,5,1,06.01.2023
701,1,701,1,5,1,06.01.2023
702,1,702,1,4,1,06.01.2023
703,1,703,1,4,1,06.01.2023
704,1,704,1,4,1,06.01.2023
705,1,705,1,3,1,06.01.2023
706,1,706,1,4,1,06.01.2023
707,1,707,1,4,1,06.01.2023
708,1,708,1,4,1,06.01.2023
709,1,709,1,5,1,06.01.2023
710,1,710,1,5,1,06.01.2023
711,1,711,1,5,1,06.01.2023
712,1,712,1,4,1,06.01.2023
713,1,713,1,5,1,06.01.2023
714,1,714,1,4,1,06.01.2023
715,1,715,1,4,1,06.01.2023
716,1,716,1,4,1,06.01.2023
717,1,717,1,5,1,06.01.2023
718,1,718,1,4,1,06.01.2023
719,1,719,1,3,1,06.01.2023
720,1,720,1,5,1,06.01.2023
721,1,721,1,4,1,06.01.2023
722,1,722,1,4,1,06.01.2023
723,1,723,1,3,1,06.01.2023
724,1,724,1,5,1,06.01.2023
725,1,725,1,4,1,06.01.2023
726,1,726,1,4,1,06.01.2023
727,1,727,1,4,1,06.01.2023
728,1,728,1,5,1,06.01.2023
729,1,729,1,3,1,06.01.2023
730,1,730,1,4,1,06.01.2023
731,1,731,1,3,1,06.01.2023
732,1,732,1,3,1,06.01.2023
